"coordinate","configurations","parents","osvMatches","disposition"
"androidx.compose.ui:ui-test-android:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath","androidx.compose.ui:ui-test:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-test-junit4-android:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath","androidx.compose.ui:ui-test-junit4:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-test-junit4:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-test-manifest:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-test:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath","androidx.compose.ui:ui-test-junit4-android:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-text-android:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.ui:ui-text:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-text:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.foundation:foundation-android:1.7.6; androidx.compose.material3:material3-android:1.3.1; androidx.compose.ui:ui-android:1.7.6; androidx.compose.ui:ui-test-android:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-tooling-preview-android:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.ui:ui-tooling-preview:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-tooling-preview:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-unit-android:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.ui:ui-unit:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-unit:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.animation:animation-core-android:1.7.6; androidx.compose.foundation:foundation-layout-android:1.7.6; androidx.compose.ui:ui-android:1.7.6; androidx.compose.ui:ui-graphics-android:1.7.6; androidx.compose.ui:ui-test-android:1.7.6; androidx.compose.ui:ui-text-android:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
"androidx.compose.ui:ui-util-android:1.7.6",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.compose.ui:ui-util:1.7.6","","Retain pending scoped work packages; no OSV match is not security clearance"
